base_ber,base_correct_fraction,complete_recovery,condition_count,cover_stego_psnr,cover_stego_ssim,detail_ber,detail_correct_fraction,method,observation_count,operational_failure_count,pair_id,payload_correct_fraction,peak_memory_bytes,raw_ber,raw_secret_correct_fraction,reconstruction_ncc,reconstruction_psnr,reconstruction_ssim,runtime_seconds,unknown_bit_fraction,valid_base_only_recovery
0.0,0.1,0.1,10,45.00001706233342,0.9852674494829643,0.0,0.1,C3_NP,22,0,coco-000000129054-000000226111,0.1,152906001.06666666,0.310048270072555,1.0,1.0000000000000002,,1.0,2.4921606246001224,0.9,0.1
,,0.1,10,45.68366128552121,0.9870002185900117,,,B1,22,0,coco-000000132622-000000134882,0.7042086283365885,153405576.53333333,0.2957913716634114,0.7042086283365885,0.8835898014969201,13.28788920186242,0.31639965914416424,0.01705368396681782,0.0,
,,0.1,10,45.18644982415218,0.9877099443050158,,,B2,22,0,coco-000000132622-000000134882,0.5994125366210936,152943411.2,0.40058746337890627,0.5994125366210936,0.786110355113546,8.464894699958911,0.1489580580165306,0.014201640166720608,0.0,
0.0,0.1,0.1,10,45.00001706233342,0.9883759634327591,0.0,0.1,C0,22,0,coco-000000132622-000000134882,0.1,152940680.53333336,0.3073982131078731,1.0,0.9999999999999999,,1.0,2.295844868799698,0.9,0.1
0.0,0.1,0.1,10,45.00001706233342,0.9881229425569039,0.0,0.1,C1,22,0,coco-000000132622-000000134882,0.1,152664746.6666667,0.306362505246747,1.0,0.9999999999999999,,1.0,1.8183697947000836,0.9,0.1
0.0,0.1,0.1,10,45.00000094864638,0.9883916540292471,0.0,0.1,C2,22,0,coco-000000132622-000000134882,0.1,152885248.00000003,0.30736313485638905,1.0,0.9999999999999999,,1.0,1.8118708933667222,0.9,0.1
0.0,0.1,0.1,10,45.00000094864638,0.9881149462040935,0.0,0.1,C3,22,0,coco-000000132622-000000134882,0.1,152758681.59999996,0.3066666666666667,1.0,0.9999999999999999,,1.0,2.523460949133429,0.9,0.1
0.0,0.1,0.1,10,45.00000094864638,0.9881189048100584,0.0,0.1,C3_NP,22,0,coco-000000132622-000000134882,0.1,152606173.86666667,0.306823769263057,1.0,0.9999999999999999,,1.0,2.3264716008668986,0.9,0.1
,,0.1,10,45.58798588269645,0.9973909651149653,,,B1,22,0,coco-000000132796-000000212226,0.6997123718261717,156232362.6666667,0.3002876281738281,0.6997123718261717,0.8389231767651045,12.44080657812065,0.29616367696502616,0.006920803500058052,0.0,
,,0.1,10,44.83096582872597,0.9899514294282185,,,B2,22,0,coco-000000132796-000000212226,0.6038614908854167,156527684.26666668,0.3961385091145833,0.6038614908854167,0.7681794620998604,8.440247619478997,0.14586789798197092,0.024858742433207227,0.0,
