base_ber,base_correct_fraction,complete_recovery,condition_key,cover_stego_psnr,cover_stego_ssim,detail_ber,detail_correct_fraction,failure_stage_counts,method,observation_count,operational_failure_count,pair_id,payload_correct_fraction,peak_memory_bytes,raw_ber,raw_secret_correct_fraction,reconstruction_ncc,reconstruction_psnr,reconstruction_ssim,runtime_seconds,unknown_bit_fraction,valid_base_only_recovery
,0.0,0.0,jpeg:70,45.000000948646374,0.9806273603377054,,0.0,"{""S4_HEADER_FAILURE"":1}",C3,1,0,coco-000000019924-000000414510,0.0,154034176.0,0.45468609462133475,,,,,1.6099006099993858,1.0,0.0
,0.0,0.0,jpeg:90,45.000000948646374,0.9806273603377054,,0.0,"{""S4_HEADER_FAILURE"":1}",C3,1,0,coco-000000019924-000000414510,0.0,156786688.0,0.3461683756071236,,,,,1.9592107600001327,1.0,0.0
,0.0,0.0,salt_pepper:0.01,45.000000948646374,0.9806273603377053,,0.0,"{""S4_HEADER_FAILURE"":3}",C3,3,0,coco-000000019924-000000414510,0.0,157391530.66666666,0.14933441266414824,,,,,1.6597277573334093,1.0,0.0
,0.0,0.0,salt_pepper:0.03,45.000000948646374,0.9806273603377053,,0.0,"{""S4_HEADER_FAILURE"":3}",C3,3,0,coco-000000019924-000000414510,0.0,155145557.33333334,0.30371769502908197,,,,,1.9290702630005399,1.0,0.0
,0.0,0.0,salt_pepper:0.05,45.000000948646374,0.9806273603377053,,0.0,"{""S4_HEADER_FAILURE"":3}",C3,3,0,coco-000000019924-000000414510,0.0,157742421.33333334,0.37800413743479044,,,,,1.6729282843328594,1.0,0.0
0.0,1.0,1.0,clean,45.000025119199364,0.9806520196031568,0.0,1.0,"{""S0_COMPLETE"":1}",C3_NP,1,0,coco-000000019924-000000414510,1.0,154439680.0,0.005994783234394676,1.0,1.0,,1.0,3.4540180459989642,0.0,1.0
,0.0,0.0,gaussian:10,45.000025119199364,0.9806520196031568,,0.0,"{""S4_HEADER_FAILURE"":3}",C3_NP,3,0,coco-000000019924-000000414510,0.0,157649578.66666666,0.32467769982610784,,,,,2.406850335000248,1.0,0.0
,0.0,0.0,gaussian:15,45.000025119199364,0.9806520196031568,,0.0,"{""S4_HEADER_FAILURE"":3}",C3_NP,3,0,coco-000000019924-000000414510,0.0,155787264.0,0.3567323259579061,,,,,2.212808426667228,1.0,0.0
,0.0,0.0,gaussian:5,45.000025119199364,0.9806520196031568,,0.0,"{""S4_HEADER_FAILURE"":3}",C3_NP,3,0,coco-000000019924-000000414510,0.0,155983872.0,0.264433051508065,,,,,2.026649191000009,1.0,0.0
,0.0,0.0,jpeg:50,45.000025119199364,0.9806520196031568,,0.0,"{""S4_HEADER_FAILURE"":1}",C3_NP,1,0,coco-000000019924-000000414510,0.0,156487680.0,0.4760028782155064,,,,,2.1393808470002114,1.0,0.0
