base_ber,base_correct_fraction,channel_family,channel_instance_id,channel_severity,complete_recovery,component,condition_key,cover_stego_psnr,cover_stego_ssim,detail_ber,detail_correct_fraction,embedding_id,evaluation_id,failure_stage,header_valid,method,operational_failure,pair_id,pair_seed,payload_correct_fraction,payload_crc_valid,peak_memory_bytes,raw_ber,raw_secret_correct_fraction,realization,reconstruction_ncc,reconstruction_psnr,reconstruction_ssim,runtime_seconds,status,unknown_bit_fraction,valid_base_only_recovery,validity_state
,0.0,salt_pepper,sp_d003_r2,0.03,0.0,main,salt_pepper:0.03,45.000009005482426,0.9839431520802406,,0.0,5aa5908552a87ce2ab130aa8317beb2fbd1a04e26448002c9668554d6ed0de57,904da17efe5b8495803a2d185ba259deb88ca0717f2881b5983d9e2104009b27,S4_HEADER_FAILURE,False,C1,False,coco-000000031735-000000273715,2119738064,0.0,False,150691840.0,0.30578341428314443,,2,,,,1.4951088020006864,scientific_failure,1.0,0.0,header_failure
,0.0,salt_pepper,sp_d003_r3,0.03,0.0,main,salt_pepper:0.03,45.000009005482426,0.9839431520802406,,0.0,5aa5908552a87ce2ab130aa8317beb2fbd1a04e26448002c9668554d6ed0de57,5733d255e62ed0acd4ee9df5d77143f9f1c4575a5f5ce402ca5abc166f7b3283,S4_HEADER_FAILURE,False,C1,False,coco-000000031735-000000273715,2842514526,0.0,False,152248320.0,0.30822540025184386,,3,,,,2.1706422769984783,scientific_failure,1.0,0.0,header_failure
,0.0,salt_pepper,sp_d005_r1,0.05,0.0,main,salt_pepper:0.05,45.000009005482426,0.9839431520802406,,0.0,5aa5908552a87ce2ab130aa8317beb2fbd1a04e26448002c9668554d6ed0de57,becc2af2fe5a8f269481ecd33445602b60ca5d9047e7fb6e24f987b3a4a92e70,S4_HEADER_FAILURE,False,C1,False,coco-000000031735-000000273715,3929318423,0.0,False,151330816.0,0.38737632667745997,,1,,,,2.009376167001392,scientific_failure,1.0,0.0,header_failure
,0.0,salt_pepper,sp_d005_r2,0.05,0.0,main,salt_pepper:0.05,45.000009005482426,0.9839431520802406,,0.0,5aa5908552a87ce2ab130aa8317beb2fbd1a04e26448002c9668554d6ed0de57,e33fe983945fabcdce9f84d3b728a3469418b57987c95247d5c456c6b02c3e83,S4_HEADER_FAILURE,False,C1,False,coco-000000031735-000000273715,2108277726,0.0,False,154238976.0,0.3861171073934161,,2,,,,1.8526725269985036,scientific_failure,1.0,0.0,header_failure
,0.0,salt_pepper,sp_d005_r3,0.05,0.0,main,salt_pepper:0.05,45.000009005482426,0.9839431520802406,,0.0,5aa5908552a87ce2ab130aa8317beb2fbd1a04e26448002c9668554d6ed0de57,65dbe33ab32d755445e00fa35d975c8a71b1a9f3e1e3ea47d105164f2da3fa32,S4_HEADER_FAILURE,False,C1,False,coco-000000031735-000000273715,3787788835,0.0,False,151052288.0,0.38579780536067637,,3,,,,1.9995179580000695,scientific_failure,1.0,0.0,header_failure
0.0,1.0,clean,clean,none,1.0,main,clean,45.000025119199364,0.9836240850429783,0.0,1.0,3773b310fb1891a8b746a04d072904efd7a2a1460262c15e2860316c1f22b88f,f524a152df5758319748dc3eb6d8c7fbc7c11ff75118fd361ee9f3f029097553,S0_COMPLETE,True,C2,False,coco-000000031735-000000273715,,1.0,True,151953408.0,0.0021856449001618995,1.0,1,1.0,,1.0,2.545325266999498,complete,0.0,1.0,complete_valid_recovery
,0.0,jpeg,jpeg_q90,90,0.0,main,jpeg:90,45.000025119199364,0.9836240850429783,,0.0,3773b310fb1891a8b746a04d072904efd7a2a1460262c15e2860316c1f22b88f,4be8fb2063800bdec35f08e173685819f6db51c58a5b5942d0e12a460680026b,S4_HEADER_FAILURE,False,C2,False,coco-000000031735-000000273715,,0.0,False,151724032.0,0.3555675481201655,,1,,,,1.7967401670011895,scientific_failure,1.0,0.0,header_failure
,0.0,jpeg,jpeg_q70,70,0.0,main,jpeg:70,45.000025119199364,0.9836240850429783,,0.0,3773b310fb1891a8b746a04d072904efd7a2a1460262c15e2860316c1f22b88f,88d25a008e3b17b6fc0f09d695eb96f01096460f4fc1e9de39eb6d5eeec22912,S4_HEADER_FAILURE,False,C2,False,coco-000000031735-000000273715,,0.0,False,152088576.0,0.45409695988487137,,1,,,,1.786329205000584,scientific_failure,1.0,0.0,header_failure
,0.0,jpeg,jpeg_q50,50,0.0,main,jpeg:50,45.000025119199364,0.9836240850429783,,0.0,3773b310fb1891a8b746a04d072904efd7a2a1460262c15e2860316c1f22b88f,b1d82cb917220fc79889509486d7c1d123122639e9521c5af197fbd988ee8f5d,S4_HEADER_FAILURE,False,C2,False,coco-000000031735-000000273715,,0.0,False,151965696.0,0.4765155603525814,,1,,,,1.846251614000721,scientific_failure,1.0,0.0,header_failure
,0.0,gaussian,gaussian_v5_r1,5,0.0,main,gaussian:5,45.000025119199364,0.9836240850429783,,0.0,3773b310fb1891a8b746a04d072904efd7a2a1460262c15e2860316c1f22b88f,aa956095659b895b1490f97ab96de2b437478297ce3fba96351cfaafd162c719,S4_HEADER_FAILURE,False,C2,False,coco-000000031735-000000273715,2241439365,0.0,False,150831104.0,0.26033009534088863,,1,,,,1.7905518240004312,scientific_failure,1.0,0.0,header_failure
,0.0,gaussian,gaussian_v5_r2,5,0.0,main,gaussian:5,45.000025119199364,0.9836240850429783,,0.0,3773b310fb1891a8b746a04d072904efd7a2a1460262c15e2860316c1f22b88f,bb1a7a85a8065195852cf63446cbd37f56aeee3c761f508a6b268856e3e21337,S4_HEADER_FAILURE,False,C2,False,coco-000000031735-000000273715,3977522751,0.0,False,151687168.0,0.2601277208130959,,2,,,,1.84268456800055,scientific_failure,1.0,0.0,header_failure
,0.0,gaussian,gaussian_v5_r3,5,0.0,main,gaussian:5,45.000025119199364,0.9836240850429783,,0.0,3773b310fb1891a8b746a04d072904efd7a2a1460262c15e2860316c1f22b88f,e504c9051aa37bbda3861748b5d240af1c5f2092351d1325df65c0f6935f7c97,S4_HEADER_FAILURE,False,C2,False,coco-000000031735-000000273715,695476046,0.0,False,151207936.0,0.2604964921748516,,3,,,,2.4650362199990923,scientific_failure,1.0,0.0,header_failure
,0.0,gaussian,gaussian_v10_r1,10,0.0,main,gaussian:10,45.000025119199364,0.9836240850429783,,0.0,3773b310fb1891a8b746a04d072904efd7a2a1460262c15e2860316c1f22b88f,de96f29ff2f25f7c7edbb3735f6b9ba22d8098cc16247d2ed491cfcfe72ec3a1,S4_HEADER_FAILURE,False,C2,False,coco-000000031735-000000273715,1539401660,0.0,False,151068672.0,0.32244108652635367,,1,,,,1.904451718000928,scientific_failure,1.0,0.0,header_failure
,0.0,gaussian,gaussian_v10_r2,10,0.0,main,gaussian:10,45.000025119199364,0.9836240850429783,,0.0,3773b310fb1891a8b746a04d072904efd7a2a1460262c15e2860316c1f22b88f,b6edf94c2bca08e0ef801744b11e1b36495e95710e96fe1394823b671ac06946,S4_HEADER_FAILURE,False,C2,False,coco-000000031735-000000273715,4119123128,0.0,False,151769088.0,0.3234889368591473,,2,,,,1.9637699269987934,scientific_failure,1.0,0.0,header_failure
,0.0,gaussian,gaussian_v10_r3,10,0.0,main,gaussian:10,45.000025119199364,0.9836240850429783,,0.0,3773b310fb1891a8b746a04d072904efd7a2a1460262c15e2860316c1f22b88f,56338e9ddd9d84c83bee7b4307e978bd7fb45aaf6d3568577a1954f042b446f7,S4_HEADER_FAILURE,False,C2,False,coco-000000031735-000000273715,1813173395,0.0,False,151109632.0,0.3243299154524195,,3,,,,2.345053162000113,scientific_failure,1.0,0.0,header_failure
,0.0,gaussian,gaussian_v15_r1,15,0.0,main,gaussian:15,45.000025119199364,0.9836240850429783,,0.0,3773b310fb1891a8b746a04d072904efd7a2a1460262c15e2860316c1f22b88f,db70fdce0be1fd0434c63e27d9f6f0a55172050e5b10814e2af03b3b26c476f1,S4_HEADER_FAILURE,False,C2,False,coco-000000031735-000000273715,3285510601,0.0,False,152555520.0,0.35573844216585715,,1,,,,2.3159032539988402,scientific_failure,1.0,0.0,header_failure
